Age Group,Gender,Education,Monthly Income,City,Employment Status,Shopping Frequency,Avg Spend per Visit,Preferred Payment,Product Categories,Offer Sensitivity,Local vs Intl Brands,Preferred Shopping Time,Loyalty Program Member,Loyalty Usage Frequency,Satisfaction Score (1-10),Would Recommend,Preferred Rewards,Suggested Improvement,Willing to Try New Service,Willingness to Pay (custom services),Switch for Better Tech,Shopping Challenges,Importance Scores,Loyalty Features Desired
18–25,Female,High school,30k–50k,City B,Employed,Bi-weekly,363.99,Mobile Wallet,"Fresh Produce, Household Supplies",Moderately,Sometimes,Evening,Yes,Never,8,Yes,"Exclusive Discounts, Free Products",More offers,Yes,192.04,No,Poor customer service,"5,5,2,3,4",Instant Discounts
18–25,Male,Master's,50k–100k,City A,Employed,Daily,541.99,UPI,"Dairy, Frozen Foods",Strongly,Sometimes,Morning,Yes,Never,4,Yes,"Cashback, Priority Checkout",Better variety,Maybe,126.17,Yes,"Poor customer service, Product unavailability","3,4,5,5,5",Personalized Offers
18–25,Male,Bachelor's,10k–30k,City C,Unemployed,Weekly,392.56,UPI,"Frozen Foods, Household Supplies, Beverages",Moderately,Always,Evening,No,Rarely,8,Yes,"Priority Checkout, Cashback",Improved customer service,Maybe,200.93,No,Price inconsistency,"3,5,4,3,5",Personalized Offers
18–25,Female,Master's,10k–30k,City C,Self-employed,Monthly,627.54,Mobile Wallet,"Beverages, Frozen Foods",Moderately,Never,Morning,Yes,Sometimes,3,Maybe,"Free Products, Exclusive Discounts",Faster billing,Yes,49.03,Yes,Long queues,"5,4,4,4,4",Personalized Offers
18–25,Female,Master's,>100k,City C,Employed,Bi-weekly,780.54,Cash,Household Supplies,Strongly,Always,Evening,Yes,Always,5,Maybe,"Exclusive Discounts, Cashback",More offers,Yes,161.32,Yes,Long queues,"3,4,5,2,5",Personalized Offers
36–45,Prefer not to say,Master's,10k–30k,City A,Employed,Weekly,396.71,UPI,"Household Supplies, Beverages, Snacks",Not at all,Sometimes,Evening,Yes,Sometimes,3,Yes,"Priority Checkout, Exclusive Discounts",Faster billing,Yes,122.59,Depends,"Price inconsistency, Product unavailability, Long queues","4,3,5,4,3",More Points
18–25,Male,Bachelor's,30k–50k,City C,Student,Weekly,564.1,Credit Card,"Fresh Produce, Household Supplies, Beverages",Strongly,Sometimes,Morning,Yes,Always,7,No,"Free Products, Cashback",Improved customer service,Yes,117.51,No,"Product unavailability, Poor customer service","5,5,5,2,5",Cashback
26–35,Male,Bachelor's,30k–50k,City B,Unemployed,Monthly,412.79,Mobile Wallet,"Snacks, Fresh Produce, Beverages",Moderately,Sometimes,Night,Yes,Sometimes,3,Yes,"Points, Priority Checkout",More offers,Yes,100.7,Depends,"Product unavailability, Lack of variety","3,3,5,1,3",Cashback
46–60,Female,High school,30k–50k,City B,Employed,Monthly,624.91,Mobile Wallet,"Frozen Foods, Snacks",Moderately,Sometimes,Afternoon,Yes,Never,8,Yes,"Cashback, Points",Faster billing,No,53.37,Depends,"Product unavailability, Long queues, Lack of variety","4,3,3,4,5",Instant Discounts
26–35,Female,Master's,30k–50k,City C,Employed,Weekly,348.17,Credit Card,"Snacks, Household Supplies, Frozen Foods",Strongly,Sometimes,Night,No,Sometimes,9,Yes,"Free Products, Exclusive Discounts",Better variety,No,159.83,Yes,Long queues,"5,4,4,4,5",More Points
36–45,Male,Bachelor's,10k–30k,City C,Employed,Weekly,557.67,UPI,Frozen Foods,Slightly,Sometimes,Morning,No,Always,2,Maybe,"Priority Checkout, Cashback",More offers,Maybe,96.48,No,"Price inconsistency, Product unavailability","3,5,4,5,5",Instant Discounts
18–25,Male,Bachelor's,30k–50k,City A,Self-employed,Weekly,395.24,Cash,"Dairy, Household Supplies, Frozen Foods",Strongly,Sometimes,Night,Yes,Sometimes,3,Yes,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,132.69,No,Product unavailability,"5,4,4,5,3",Instant Discounts
18–25,Male,Bachelor's,10k–30k,City B,Self-employed,Rarely,475.16,UPI,Dairy,Strongly,Sometimes,Morning,Yes,Rarely,7,Yes,"Points, Free Products",Improved customer service,Yes,235.95,No,"Poor customer service, Lack of variety","3,4,5,5,3",More Points
18–25,Female,High school,30k–50k,City B,Homemaker,Bi-weekly,376.28,Cash,"Beverages, Dairy, Household Supplies",Moderately,Never,Afternoon,Yes,Always,5,Maybe,"Priority Checkout, Exclusive Discounts",More offers,Maybe,87.79,Yes,"Product unavailability, Long queues, Lack of variety","3,3,2,1,4",Cashback
18–25,Male,Master's,10k–30k,City A,Employed,Bi-weekly,598.68,UPI,"Fresh Produce, Dairy, Household Supplies",Strongly,Never,Night,Yes,Always,10,Yes,"Exclusive Discounts, Free Products",Improved customer service,Yes,102.14,Yes,Long queues,"3,5,3,3,5",Instant Discounts
26–35,Male,High school,30k–50k,City D,Employed,Bi-weekly,399.56,Cash,"Snacks, Household Supplies",Not at all,Sometimes,Morning,No,Never,7,Maybe,"Points, Priority Checkout",Improved customer service,Yes,110.22,Depends,"Poor customer service, Long queues, Product unavailability","3,5,4,3,3",Personalized Offers
18–25,Male,Master's,10k–30k,City D,Student,Weekly,566.24,Cash,Fresh Produce,Strongly,Sometimes,Morning,No,Sometimes,2,Maybe,"Free Products, Priority Checkout",Faster billing,Yes,96.34,Depends,"Poor customer service, Lack of variety, Long queues","3,3,3,4,3",Personalized Offers
18–25,Male,Bachelor's,10k–30k,City B,Self-employed,Monthly,458.71,Credit Card,"Household Supplies, Snacks",Moderately,Sometimes,Night,No,Rarely,4,No,"Exclusive Discounts, Points",More offers,Maybe,98.2,Yes,Price inconsistency,"3,5,2,1,3",Cashback
18–25,Male,High school,10k–30k,City D,Student,Bi-weekly,486.26,Credit Card,Fresh Produce,Moderately,Sometimes,Evening,Yes,Sometimes,1,Yes,"Free Products, Points",Improved customer service,Maybe,161.86,Yes,Long queues,"3,3,2,5,3",Instant Discounts
26–35,Female,Bachelor's,10k–30k,City D,Self-employed,Weekly,517.73,Credit Card,"Fresh Produce, Household Supplies, Snacks",Slightly,Never,Evening,No,Sometimes,5,Yes,"Cashback, Points",Improved customer service,Maybe,199.4,Depends,Long queues,"5,4,3,1,4",Personalized Offers
18–25,Male,High school,50k–100k,City D,Retired,Weekly,408.58,Mobile Wallet,"Dairy, Fresh Produce, Snacks",Moderately,Sometimes,Morning,Yes,Sometimes,8,No,"Points, Free Products",More offers,Yes,127.79,Yes,Poor customer service,"5,5,5,2,4",Instant Discounts
26–35,Female,Bachelor's,10k–30k,City A,Retired,Bi-weekly,525.24,Credit Card,"Household Supplies, Snacks",Slightly,Always,Evening,Yes,Rarely,1,Maybe,"Free Products, Exclusive Discounts",More offers,Maybe,164.39,Yes,Product unavailability,"4,3,4,3,3",More Points
26–35,Male,Master's,50k–100k,City D,Employed,Rarely,683.64,Cash,"Frozen Foods, Dairy, Beverages",Strongly,Never,Morning,Yes,Rarely,7,Maybe,"Priority Checkout, Points",Better variety,No,109.63,No,Price inconsistency,"4,5,3,5,4",More Points
36–45,Female,High school,>100k,City B,Employed,Weekly,406.63,Credit Card,Household Supplies,Strongly,Sometimes,Night,No,Sometimes,7,Yes,"Points, Exclusive Discounts",Faster billing,Yes,108.12,Depends,Lack of variety,"3,4,2,3,3",More Points
18–25,Female,Master's,30k–50k,City B,Student,Monthly,640.62,UPI,"Dairy, Fresh Produce, Beverages",Slightly,Sometimes,Evening,No,Always,7,Yes,"Priority Checkout, Points",Better variety,Maybe,96.01,Yes,"Price inconsistency, Lack of variety","4,5,3,1,3",Cashback
36–45,Female,High school,10k–30k,City A,Self-employed,Monthly,679.77,UPI,Dairy,Slightly,Never,Evening,Yes,Always,1,Yes,"Exclusive Discounts, Cashback",Improved customer service,No,74.12,Depends,Lack of variety,"4,3,3,1,3",Cashback
36–45,Female,Bachelor's,10k–30k,City B,Retired,Weekly,402.06,UPI,"Fresh Produce, Household Supplies",Strongly,Sometimes,Morning,Yes,Rarely,3,Yes,"Cashback, Points",Faster billing,Maybe,194.18,No,"Lack of variety, Long queues, Poor customer service","4,5,2,4,4",Instant Discounts
18–25,Male,Master's,50k–100k,City A,Employed,Daily,325.39,UPI,Beverages,Moderately,Sometimes,Night,No,Sometimes,2,Yes,"Cashback, Free Products",Improved customer service,Maybe,89.88,No,"Poor customer service, Lack of variety, Price inconsistency","5,3,5,5,4",Instant Discounts
46–60,Male,Bachelor's,10k–30k,City A,Employed,Weekly,536.24,Credit Card,Frozen Foods,Slightly,Sometimes,Evening,No,Always,5,Yes,"Exclusive Discounts, Free Products",Better variety,Yes,156.66,Yes,"Product unavailability, Long queues, Poor customer service","3,4,3,5,5",Instant Discounts
46–60,Female,High school,<10k,City B,Retired,Monthly,434.31,Cash,"Beverages, Frozen Foods, Household Supplies",Moderately,Sometimes,Night,Yes,Sometimes,2,Yes,"Exclusive Discounts, Free Products",More offers,No,69.77,Yes,"Long queues, Product unavailability","3,5,2,1,5",More Points
18–25,Prefer not to say,Bachelor's,30k–50k,City D,Retired,Weekly,724.23,Credit Card,Fresh Produce,Moderately,Sometimes,Afternoon,No,Sometimes,5,Yes,"Priority Checkout, Exclusive Discounts",Better variety,Yes,122.75,Yes,"Poor customer service, Lack of variety","5,3,2,5,4",More Points
26–35,Female,Bachelor's,50k–100k,City D,Employed,Weekly,504.18,UPI,"Beverages, Household Supplies",Slightly,Always,Night,Yes,Rarely,5,Yes,"Free Products, Exclusive Discounts",Better variety,Maybe,119.95,Yes,Lack of variety,"3,5,2,4,3",Instant Discounts
46–60,Female,Master's,50k–100k,City B,Self-employed,Bi-weekly,403.74,Others,"Frozen Foods, Fresh Produce, Household Supplies",Strongly,Always,Evening,No,Rarely,4,Yes,"Cashback, Points",More offers,No,70.26,Yes,"Poor customer service, Lack of variety, Price inconsistency","4,3,3,3,5",Personalized Offers
36–45,Female,Bachelor's,10k–30k,City D,Employed,Monthly,362.34,Mobile Wallet,"Frozen Foods, Snacks, Dairy",Moderately,Sometimes,Morning,Yes,Always,7,Yes,"Exclusive Discounts, Points",Faster billing,Maybe,99.2,Yes,Long queues,"3,4,5,1,3",More Points
18–25,Male,Master's,30k–50k,City D,Student,Weekly,630.79,Cash,"Beverages, Fresh Produce, Frozen Foods",Not at all,Sometimes,Afternoon,Yes,Always,10,Yes,"Points, Exclusive Discounts",Better variety,Yes,55.89,Yes,"Product unavailability, Poor customer service, Lack of variety","3,3,2,2,3",More Points
18–25,Male,Doctorate,10k–30k,City D,Unemployed,Weekly,431.46,Cash,"Snacks, Frozen Foods",Strongly,Always,Morning,No,Sometimes,6,Yes,"Free Products, Exclusive Discounts",Better variety,No,121.01,Yes,"Poor customer service, Lack of variety, Price inconsistency","3,3,2,4,3",More Points
26–35,Female,Bachelor's,10k–30k,City A,Retired,Bi-weekly,505.26,Credit Card,"Snacks, Beverages, Fresh Produce",Moderately,Never,Afternoon,No,Always,2,Yes,"Exclusive Discounts, Points",Improved customer service,Yes,14.37,Yes,"Lack of variety, Long queues","3,3,4,5,4",Instant Discounts
26–35,Female,Doctorate,50k–100k,City C,Homemaker,Bi-weekly,614.7,Mobile Wallet,Frozen Foods,Slightly,Sometimes,Afternoon,Yes,Rarely,4,Maybe,"Free Products, Points",Improved customer service,Yes,116.53,Yes,"Lack of variety, Long queues","3,4,3,2,4",Personalized Offers
36–45,Male,Bachelor's,10k–30k,City D,Student,Monthly,441.89,Cash,"Fresh Produce, Snacks",Slightly,Always,Afternoon,Yes,Sometimes,7,Yes,"Points, Free Products",More offers,Maybe,159.06,No,"Poor customer service, Long queues","5,3,4,3,3",Instant Discounts
26–35,Female,Other,10k–30k,City C,Retired,Weekly,494.49,UPI,Beverages,Slightly,Sometimes,Evening,Yes,Sometimes,9,Maybe,"Cashback, Free Products",Improved customer service,Yes,119.22,Yes,"Product unavailability, Long queues","5,3,2,4,3",Personalized Offers
26–35,Male,High school,<10k,City B,Employed,Monthly,498.01,Credit Card,Snacks,Moderately,Never,Evening,Yes,Sometimes,9,No,"Free Products, Points",More offers,Yes,77.99,Yes,"Long queues, Product unavailability, Price inconsistency","3,4,3,1,3",More Points
36–45,Female,Master's,50k–100k,City C,Employed,Bi-weekly,582.0,UPI,Frozen Foods,Slightly,Sometimes,Morning,No,Rarely,3,Maybe,"Priority Checkout, Points",More offers,Yes,81.04,Yes,"Long queues, Lack of variety","3,3,3,2,5",Cashback
18–25,Male,Bachelor's,50k–100k,City C,Employed,Bi-weekly,570.89,UPI,"Frozen Foods, Beverages, Dairy",Moderately,Always,Night,Yes,Sometimes,1,Yes,"Exclusive Discounts, Priority Checkout",More offers,Yes,192.49,No,"Poor customer service, Long queues","3,4,5,5,4",Personalized Offers
26–35,Male,Bachelor's,30k–50k,City C,Student,Bi-weekly,473.59,UPI,Frozen Foods,Slightly,Always,Night,No,Rarely,9,Yes,"Cashback, Free Products",Better variety,Yes,129.49,Yes,"Price inconsistency, Poor customer service, Product unavailability","3,3,3,1,5",More Points
36–45,Female,Master's,50k–100k,City A,Homemaker,Weekly,507.64,Mobile Wallet,"Snacks, Dairy, Household Supplies",Moderately,Sometimes,Afternoon,Yes,Rarely,8,Maybe,"Points, Free Products",More offers,Maybe,170.67,Depends,Lack of variety,"4,3,2,2,5",Cashback
46–60,Male,Master's,10k–30k,City B,Self-employed,Weekly,455.39,Mobile Wallet,"Snacks, Dairy, Beverages",Strongly,Sometimes,Morning,No,Rarely,7,No,"Free Products, Priority Checkout",Faster billing,No,176.56,No,Lack of variety,"4,4,5,4,4",Personalized Offers
26–35,Female,High school,30k–50k,City D,Employed,Bi-weekly,322.69,Mobile Wallet,"Frozen Foods, Dairy, Fresh Produce",Moderately,Sometimes,Evening,Yes,Rarely,6,No,"Exclusive Discounts, Priority Checkout",More offers,Yes,93.26,Yes,"Poor customer service, Lack of variety","5,3,2,4,4",More Points
26–35,Female,High school,10k–30k,City D,Employed,Bi-weekly,530.91,Mobile Wallet,"Dairy, Beverages",Moderately,Never,Evening,Yes,Always,10,Yes,"Free Products, Priority Checkout",Faster billing,Yes,59.9,Yes,"Product unavailability, Poor customer service, Lack of variety","4,5,3,3,4",Cashback
18–25,Female,Master's,<10k,City A,Employed,Bi-weekly,727.06,Mobile Wallet,"Fresh Produce, Household Supplies, Beverages",Strongly,Sometimes,Evening,Yes,Always,7,Maybe,"Priority Checkout, Exclusive Discounts",Improved customer service,Yes,158.76,No,"Product unavailability, Long queues, Poor customer service","3,5,2,2,5",More Points
26–35,Male,Master's,30k–50k,City D,Student,Weekly,393.95,Others,"Household Supplies, Frozen Foods",Moderately,Never,Evening,No,Never,9,No,"Exclusive Discounts, Cashback",Improved customer service,No,68.57,Yes,Lack of variety,"5,3,5,5,4",Instant Discounts
26–35,Male,Other,50k–100k,City B,Self-employed,Rarely,407.24,UPI,Frozen Foods,Moderately,Never,Morning,Yes,Never,6,Maybe,"Free Products, Cashback",Better variety,Yes,84.57,Yes,Product unavailability,"4,3,4,4,4",Cashback
18–25,Male,Master's,<10k,City C,Retired,Bi-weekly,395.51,UPI,"Dairy, Household Supplies",Moderately,Never,Night,Yes,Rarely,10,Yes,"Points, Priority Checkout",Better variety,Yes,126.22,Yes,"Lack of variety, Price inconsistency","5,3,5,2,5",More Points
26–35,Prefer not to say,Other,10k–30k,City D,Student,Weekly,586.95,UPI,"Frozen Foods, Household Supplies",Strongly,Never,Afternoon,No,Rarely,3,Yes,"Priority Checkout, Free Products",Better variety,Yes,104.93,Depends,"Product unavailability, Poor customer service","5,5,3,4,4",Instant Discounts
26–35,Female,Master's,10k–30k,City D,Student,Weekly,553.82,Credit Card,Frozen Foods,Slightly,Never,Morning,No,Sometimes,3,Yes,"Points, Exclusive Discounts",Improved customer service,Yes,0.0,Yes,"Poor customer service, Lack of variety, Product unavailability","5,4,5,2,4",Personalized Offers
18–25,Female,Bachelor's,10k–30k,City D,Self-employed,Monthly,480.98,Cash,"Household Supplies, Frozen Foods, Dairy",Moderately,Sometimes,Morning,No,Sometimes,4,Yes,"Exclusive Discounts, Free Products",Better variety,Maybe,45.92,Yes,"Poor customer service, Product unavailability","5,5,2,3,3",More Points
26–35,Female,High school,50k–100k,City B,Retired,Monthly,389.84,Mobile Wallet,Fresh Produce,Moderately,Sometimes,Afternoon,Yes,Never,10,Maybe,"Exclusive Discounts, Priority Checkout",More offers,Yes,180.52,Yes,Poor customer service,"3,5,3,1,3",Instant Discounts
18–25,Female,Master's,30k–50k,City D,Employed,Bi-weekly,511.09,Mobile Wallet,Fresh Produce,Moderately,Sometimes,Evening,Yes,Rarely,10,No,"Exclusive Discounts, Priority Checkout",Faster billing,Yes,115.12,No,"Lack of variety, Long queues, Poor customer service","4,5,5,1,4",Instant Discounts
26–35,Female,Master's,30k–50k,City A,Employed,Monthly,312.25,UPI,"Frozen Foods, Fresh Produce, Beverages",Strongly,Never,Evening,No,Sometimes,8,No,"Cashback, Points",Faster billing,Yes,163.96,No,"Long queues, Price inconsistency","3,3,5,1,5",Cashback
18–25,Male,High school,50k–100k,City C,Self-employed,Weekly,517.21,Credit Card,Household Supplies,Moderately,Sometimes,Night,Yes,Sometimes,10,Yes,"Cashback, Points",Faster billing,Maybe,71.3,Yes,"Long queues, Poor customer service","3,4,3,2,5",More Points
46–60,Female,Bachelor's,10k–30k,City C,Employed,Weekly,604.58,Mobile Wallet,"Beverages, Snacks, Household Supplies",Slightly,Always,Morning,Yes,Sometimes,9,Maybe,"Free Products, Exclusive Discounts",Faster billing,Maybe,53.29,Depends,"Lack of variety, Poor customer service, Product unavailability","3,3,4,3,5",Instant Discounts
26–35,Male,Other,30k–50k,City C,Student,Monthly,349.86,Mobile Wallet,Snacks,Strongly,Always,Night,Yes,Sometimes,8,Yes,"Points, Priority Checkout",Improved customer service,Yes,163.32,Yes,Poor customer service,"3,5,5,5,3",Instant Discounts
36–45,Female,Bachelor's,30k–50k,City B,Homemaker,Monthly,316.1,Cash,"Frozen Foods, Beverages",Not at all,Never,Evening,No,Sometimes,10,Maybe,"Points, Free Products",Better variety,Yes,197.79,No,"Lack of variety, Price inconsistency, Poor customer service","4,3,4,3,5",More Points
36–45,Female,Bachelor's,30k–50k,City D,Self-employed,Bi-weekly,689.53,Mobile Wallet,"Dairy, Snacks",Not at all,Sometimes,Afternoon,Yes,Rarely,2,Maybe,"Free Products, Points",More offers,Maybe,67.64,Yes,"Lack of variety, Long queues","3,3,3,4,5",Cashback
26–35,Female,Bachelor's,>100k,City A,Self-employed,Monthly,426.59,UPI,"Fresh Produce, Frozen Foods, Snacks",Moderately,Sometimes,Night,No,Always,4,Yes,"Free Products, Cashback",Faster billing,Yes,181.07,Depends,"Long queues, Product unavailability","3,5,4,3,4",Cashback
18–25,Male,Bachelor's,50k–100k,City A,Homemaker,Weekly,636.31,Credit Card,"Household Supplies, Snacks, Frozen Foods",Strongly,Sometimes,Evening,Yes,Rarely,4,Yes,"Cashback, Priority Checkout",Better variety,Maybe,61.42,Depends,"Poor customer service, Long queues, Lack of variety","3,5,5,1,4",Instant Discounts
26–35,Male,Bachelor's,10k–30k,City C,Self-employed,Monthly,481.52,Mobile Wallet,"Dairy, Frozen Foods, Beverages",Strongly,Sometimes,Afternoon,No,Rarely,2,Yes,"Exclusive Discounts, Points",More offers,Yes,21.78,Depends,"Product unavailability, Poor customer service, Long queues","5,3,2,1,4",Instant Discounts
26–35,Male,Bachelor's,50k–100k,City B,Employed,Weekly,480.57,Mobile Wallet,"Beverages, Household Supplies, Dairy",Strongly,Always,Night,No,Rarely,8,Yes,"Free Products, Cashback",More offers,Yes,155.15,Yes,"Product unavailability, Long queues, Poor customer service","4,4,5,4,3",Instant Discounts
36–45,Male,High school,10k–30k,City D,Employed,Weekly,552.61,Credit Card,"Beverages, Snacks",Slightly,Sometimes,Evening,Yes,Rarely,3,No,"Points, Priority Checkout",Improved customer service,No,62.7,No,Lack of variety,"5,5,5,5,5",Instant Discounts
26–35,Male,Master's,<10k,City B,Student,Weekly,393.92,Cash,Household Supplies,Moderately,Sometimes,Evening,Yes,Sometimes,2,Yes,"Exclusive Discounts, Free Products",Faster billing,No,47.39,Yes,Product unavailability,"3,5,5,3,5",Personalized Offers
